#{"t_start": 1765749633.2718701, "env_id": "CartPole-v1"}
r,l,t
500.0,500,56.407425
500.0,500,56.84146
500.0,500,57.18949
500.0,500,58.879521
500.0,500,59.193405
500.0,500,59.519417
500.0,500,59.834484
500.0,500,61.499517
500.0,500,61.864309
500.0,500,62.299192
500.0,500,62.669509
500.0,500,64.211349
500.0,500,64.521369
500.0,500,64.839382
500.0,500,65.146173
500.0,500,66.636009
500.0,500,66.934378
500.0,500,67.254233
500.0,500,67.577259
500.0,500,69.023238
500.0,500,69.329344
500.0,500,69.63412
500.0,500,69.926843
