#{"t_start": 1765748570.2321787, "env_id": "CartPole-v1"}
r,l,t
13.0,13,6.369924
54.0,54,6.407737
58.0,58,6.44989
33.0,33,6.47311
34.0,34,6.489908
23.0,23,6.509803
18.0,18,7.91599
17.0,17,7.929972
19.0,19,7.949687
31.0,31,7.979794
39.0,39,8.014814
24.0,24,8.037006
76.0,76,8.090812
22.0,22,8.109817
19.0,19,8.122195
47.0,47,8.159667
19.0,19,8.173031
69.0,69,8.22428
21.0,21,8.239965
34.0,34,8.264551
26.0,26,8.290098
36.0,36,8.323955
14.0,14,8.335104
91.0,91,8.39772
53.0,53,8.431037
33.0,33,8.449844
85.0,85,8.50985
17.0,17,8.519729
21.0,21,8.530114
34.0,34,8.550046
26.0,26,8.569995
83.0,83,8.625278
34.0,34,8.651493
25.0,25,8.664697
78.0,78,8.713993
105.0,105,8.78982
73.0,73,8.851291
51.0,51,8.891423
52.0,52,8.930045
113.0,113,9.006422
19.0,19,9.019944
20.0,20,9.035171
20.0,20,9.039993
15.0,15,9.060093
38.0,38,9.085505
31.0,31,9.102769
15.0,15,9.118026
70.0,70,9.166322
56.0,56,9.203928
58.0,58,9.23972
43.0,43,9.269645
57.0,57,9.309681
96.0,96,9.370091
97.0,97,10.729954
37.0,37,10.762242
13.0,13,10.769836
41.0,41,10.79788
61.0,61,10.839609
37.0,37,10.86909
61.0,61,10.910058
49.0,49,10.939918
123.0,123,11.02995
68.0,68,11.089936
35.0,35,11.119569
161.0,161,11.249771
84.0,84,11.314601
174.0,174,11.419603
85.0,85,11.479902
114.0,114,11.549898
57.0,57,11.58962
74.0,74,11.637135
67.0,67,11.679998
85.0,85,11.735883
15.0,15,11.739654
79.0,79,11.809685
65.0,65,11.868098
124.0,124,11.969857
122.0,122,12.072956
45.0,45,12.113795
21.0,21,12.13228
93.0,93,13.526429
80.0,80,13.579748
143.0,143,13.680022
143.0,143,13.774493
286.0,286,13.968349
136.0,136,14.049681
92.0,92,14.099904
119.0,119,14.17997
58.0,58,14.209886
138.0,138,14.309803
181.0,181,14.439779
73.0,73,14.484967
136.0,136,14.569649
26.0,26,14.580027
84.0,84,14.639767
136.0,136,14.719636
163.0,163,14.819647
80.0,80,16.073143
146.0,146,16.169916
154.0,154,16.259759
122.0,122,16.339675
205.0,205,16.469644
155.0,155,16.564269
162.0,162,16.664332
194.0,194,16.779649
169.0,169,16.879606
221.0,221,17.019661
126.0,126,17.099562
66.0,66,17.144351
145.0,145,17.229871
344.0,344,18.614882
98.0,98,18.67991
274.0,274,18.839957
339.0,339,19.049618
383.0,383,19.291301
282.0,282,19.459583
218.0,218,19.597857
377.0,377,21.029714
220.0,220,21.163985
104.0,104,21.229563
338.0,338,21.429564
224.0,224,21.571424
162.0,162,21.670655
291.0,291,21.849467
98.0,98,21.909817
235.0,235,22.049916
195.0,195,22.171247
284.0,284,23.516809
154.0,154,23.619621
342.0,342,23.829469
184.0,184,23.939686
150.0,150,24.030574
212.0,212,24.160954
193.0,193,24.27955
204.0,204,24.409465
211.0,211,24.535556
200.0,200,25.847162
479.0,479,26.139843
258.0,258,26.299448
187.0,187,26.41695
294.0,294,26.594743
155.0,155,26.693865
238.0,238,26.839669
204.0,204,26.963858
302.0,302,28.320975
500.0,500,28.637371
312.0,312,28.831716
371.0,371,29.071078
187.0,187,29.184868
499.0,499,29.499647
274.0,274,31.019763
182.0,182,31.189331
500.0,500,31.651622
419.0,419,31.925624
280.0,280,32.101732
368.0,368,32.321817
500.0,500,33.809367
500.0,500,34.109708
500.0,500,34.41184
500.0,500,34.719458
500.0,500,36.196288
398.0,398,36.441602
500.0,500,36.753761
500.0,500,37.109511
500.0,500,38.772952
392.0,392,39.059563
500.0,500,39.419873
500.0,500,39.78134
282.0,282,39.959714
500.0,500,41.702903
500.0,500,42.011954
500.0,500,42.346475
500.0,500,42.669667
500.0,500,44.323419
500.0,500,44.649424
500.0,500,44.989703
500.0,500,45.307198
500.0,500,47.119321
500.0,500,47.459262
500.0,500,47.889318
500.0,500,48.269649
500.0,500,50.103175
500.0,500,50.521616
500.0,500,50.931463
500.0,500,51.339454
500.0,500,53.011338
500.0,500,53.312001
179.0,179,53.429548
345.0,345,53.648052
215.0,215,53.779561
500.0,500,54.089198
500.0,500,55.574224
361.0,361,55.799501
500.0,500,56.109101
232.0,232,56.255051
500.0,500,56.563548
500.0,500,58.182434
500.0,500,58.491381
349.0,349,58.699428
500.0,500,59.009096
500.0,500,60.621504
500.0,500,60.939039
500.0,500,61.24912
500.0,500,61.559347
500.0,500,63.169175
500.0,500,63.49923
500.0,500,63.809035
500.0,500,64.109035
500.0,500,65.689131
500.0,500,66.013427
500.0,500,66.318998
500.0,500,66.619263
