#{"t_start": 1766689379.3598318, "env_id": "CartPole-v1"}
r,l,t
26.0,26,6.967922
39.0,39,6.989742
19.0,19,6.999782
38.0,38,7.025121
48.0,48,7.066381
12.0,12,7.066381
18.0,18,7.082125
17.0,17,7.082125
15.0,15,7.104551
10.0,10,7.104551
18.0,18,7.119196
30.0,30,7.130021
15.0,15,7.145751
46.0,46,7.177593
13.0,13,7.177593
17.0,17,7.193623
53.0,53,7.209372
48.0,48,7.241126
41.0,41,7.272897
16.0,16,7.272897
34.0,34,7.288647
44.0,44,7.320961
28.0,28,7.337299
125.0,125,7.409864
24.0,24,7.425975
27.0,27,7.442144
138.0,138,8.628065
32.0,32,8.637565
24.0,24,8.649324
19.0,19,8.664976
35.0,35,8.680637
36.0,36,8.716105
35.0,35,8.736407
38.0,38,8.743757
88.0,88,8.806825
25.0,25,8.822762
36.0,36,8.838776
19.0,19,8.854475
25.0,25,8.870514
56.0,56,8.920313
54.0,54,8.960845
59.0,59,9.008447
54.0,54,9.040622
71.0,71,9.08194
39.0,39,9.103415
36.0,36,9.119568
17.0,17,9.119568
62.0,62,9.167582
67.0,67,9.205961
29.0,29,9.215572
22.0,22,9.231243
22.0,22,9.231243
62.0,62,9.279136
37.0,37,9.294964
49.0,49,9.327073
36.0,36,9.342755
57.0,57,9.375078
20.0,20,9.375078
82.0,82,9.422089
32.0,32,9.454529
45.0,45,9.479021
87.0,87,9.526092
36.0,36,9.541763
66.0,66,9.573594
21.0,21,9.589755
25.0,25,9.60597
32.0,32,9.621103
69.0,69,9.652932
123.0,123,9.716598
18.0,18,9.732275
26.0,26,9.74844
59.0,59,9.780505
15.0,15,9.780505
146.0,146,11.014524
27.0,27,11.03528
31.0,31,11.053882
92.0,92,11.125936
144.0,144,11.206976
31.0,31,11.221
79.0,79,11.268211
29.0,29,11.284264
20.0,20,11.306944
13.0,13,11.315965
116.0,116,11.37881
108.0,108,11.442258
55.0,55,11.473906
59.0,59,11.507081
81.0,81,11.553267
57.0,57,11.587177
93.0,93,11.626695
122.0,122,11.707333
81.0,81,11.752316
67.0,67,11.783979
100.0,100,11.831205
113.0,113,11.907665
41.0,41,11.926063
74.0,74,11.957587
114.0,114,12.0415
12.0,12,12.049541
34.0,34,12.075405
29.0,29,12.097013
25.0,25,12.118104
14.0,14,12.128879
14.0,14,12.128879
148.0,148,13.368286
284.0,284,13.524888
135.0,135,13.609387
216.0,216,13.729209
89.0,89,13.775915
86.0,86,13.823725
171.0,171,13.918536
121.0,121,13.981588
251.0,251,14.110451
431.0,431,14.372362
176.0,176,15.69188
196.0,196,15.850862
228.0,228,15.987651
283.0,283,16.145455
212.0,212,16.293578
222.0,222,16.425247
187.0,187,16.519544
320.0,320,16.707649
332.0,332,16.896086
266.0,266,18.151676
227.0,227,18.277846
230.0,230,18.420228
500.0,500,18.701531
337.0,337,18.890815
344.0,344,19.091246
323.0,323,20.409557
229.0,229,20.536179
261.0,261,20.690872
389.0,389,20.910997
433.0,433,21.146281
500.0,500,21.443514
373.0,373,22.74525
375.0,375,22.967686
331.0,331,23.14388
278.0,278,23.310338
257.0,257,23.452877
230.0,230,23.595353
203.0,203,23.705608
215.0,215,24.942962
438.0,438,25.179324
227.0,227,25.306537
196.0,196,25.427557
292.0,292,25.602695
197.0,197,25.71372
466.0,466,25.960483
254.0,254,27.22401
372.0,372,27.424004
201.0,201,27.543473
383.0,383,27.76465
224.0,224,27.891721
246.0,246,28.030041
372.0,372,28.23499
234.0,234,29.493129
429.0,429,29.756648
271.0,271,29.914393
265.0,265,30.056513
237.0,237,30.193539
274.0,274,30.351295
271.0,271,30.527885
302.0,302,31.872121
160.0,160,31.966481
230.0,230,32.108946
267.0,267,32.255033
194.0,194,32.358532
200.0,200,32.468975
220.0,220,32.595815
392.0,392,32.830917
278.0,278,34.104125
359.0,359,34.306499
304.0,304,34.475717
340.0,340,34.665324
222.0,222,34.7919
195.0,195,34.913773
236.0,236,35.039175
208.0,208,35.166058
270.0,270,36.408868
221.0,221,36.545343
214.0,214,36.655386
251.0,251,36.797381
219.0,219,36.940057
183.0,183,37.047234
212.0,212,37.157367
184.0,184,37.268182
202.0,202,37.378995
189.0,189,37.489764
244.0,244,38.737068
269.0,269,38.883139
206.0,206,39.011329
163.0,163,39.104827
202.0,202,39.226526
181.0,181,39.333831
208.0,208,39.44798
198.0,198,39.557379
249.0,249,39.689488
184.0,184,39.784881
211.0,211,41.017726
166.0,166,41.111544
157.0,157,41.206769
201.0,201,41.328439
210.0,210,41.449373
194.0,194,41.557004
210.0,210,41.674935
183.0,183,41.774953
231.0,231,41.901197
197.0,197,42.011654
192.0,192,43.263945
167.0,167,43.380837
172.0,172,43.476179
154.0,154,43.555365
208.0,208,43.682051
197.0,197,43.792459
180.0,180,43.886991
184.0,184,43.993662
188.0,188,44.088413
174.0,174,44.18344
173.0,173,44.294361
153.0,153,44.388599
166.0,166,45.609918
181.0,181,45.721578
166.0,166,45.800447
145.0,145,45.879366
165.0,165,45.973788
159.0,159,46.063372
174.0,174,46.158269
169.0,169,46.253228
163.0,163,46.347802
194.0,194,46.458552
161.0,161,46.553627
148.0,148,46.644798
182.0,182,47.926568
174.0,174,48.033379
158.0,158,48.124955
162.0,162,48.211056
163.0,163,48.305789
185.0,185,48.400028
167.0,167,48.494546
165.0,165,48.589832
139.0,139,48.669167
163.0,163,48.761005
166.0,166,48.855637
183.0,183,48.965799
162.0,162,50.175167
183.0,183,50.289197
147.0,147,50.361256
170.0,170,50.455761
151.0,151,50.550015
132.0,132,50.628575
138.0,138,50.707254
167.0,167,50.806099
150.0,150,50.893816
171.0,171,50.988138
159.0,159,51.082376
142.0,142,51.160978
160.0,160,51.255371
161.0,161,52.449388
145.0,145,52.539085
144.0,144,52.62282
156.0,156,52.700419
149.0,149,52.795863
168.0,168,52.891179
127.0,127,52.963058
152.0,152,53.058261
182.0,182,53.152664
176.0,176,53.248533
137.0,137,53.327555
147.0,147,53.406624
143.0,143,53.49622
168.0,168,53.590424
137.0,137,54.766507
138.0,138,54.850097
173.0,173,54.952279
146.0,146,55.031809
159.0,159,55.111316
156.0,156,55.206452
157.0,157,55.285158
135.0,135,55.363781
148.0,148,55.449664
187.0,187,55.553428
152.0,152,55.650085
129.0,129,55.725211
141.0,141,55.804165
147.0,147,57.010744
172.0,172,57.105169
183.0,183,57.213154
159.0,159,57.307548
144.0,144,57.388186
195.0,195,57.496452
194.0,194,57.607336
188.0,188,57.715082
154.0,154,57.808813
156.0,156,57.887425
141.0,141,57.982361
155.0,155,58.076616
154.0,154,58.15523
151.0,151,59.345789
191.0,191,59.456623
210.0,210,59.567044
183.0,183,59.662068
161.0,161,59.756748
199.0,199,59.863833
200.0,200,59.995312
181.0,181,60.085565
205.0,205,60.231849
180.0,180,60.364025
154.0,154,60.458693
